locus_tag	op?
EQU24_RS21140	False
EQU24_RS08230	False
EQU24_RS18205	True
EQU24_RS15360	False
EQU24_RS00795	False
EQU24_RS21150	True
EQU24_RS21575	False
EQU24_RS00500	False
EQU24_RS14080	True
EQU24_RS12015	True
EQU24_RS06785	True
EQU24_RS06065	True
EQU24_RS01015	False
EQU24_RS09000	True
EQU24_RS06075	True
EQU24_RS02990	False
EQU24_RS14945	False
EQU24_RS06310	True
EQU24_RS15405	False
EQU24_RS11960	True
EQU24_RS09945	True
EQU24_RS16845	False
EQU24_RS21975	True
EQU24_RS12245	True
EQU24_RS05810	False
EQU24_RS12330	True
EQU24_RS18080	False
EQU24_RS16600	True
EQU24_RS20115	True
EQU24_RS12660	False
EQU24_RS14330	False
EQU24_RS12025	True
EQU24_RS01835	False
EQU24_RS15890	False
EQU24_RS10210	True
EQU24_RS12620	False
EQU24_RS11545	True
EQU24_RS07590	False
EQU24_RS12335	True
EQU24_RS16215	True
EQU24_RS02665	True
EQU24_RS16175	True
EQU24_RS16475	True
EQU24_RS11345	False
EQU24_RS07910	True
EQU24_RS08290	False
EQU24_RS15850	False
EQU24_RS20120	False
EQU24_RS17200	True
EQU24_RS05460	False
EQU24_RS03000	False
EQU24_RS18925	False
EQU24_RS19550	False
EQU24_RS06365	True
EQU24_RS22010	False
EQU24_RS00030	True
EQU24_RS03435	False
EQU24_RS19860	True
EQU24_RS05390	False
EQU24_RS02765	True
EQU24_RS06045	False
EQU24_RS09775	True
EQU24_RS18055	True
EQU24_RS21025	False
EQU24_RS11275	False
EQU24_RS06290	False
EQU24_RS07840	False
EQU24_RS09715	True
EQU24_RS15370	True
EQU24_RS08925	False
EQU24_RS08500	False
EQU24_RS13270	True
EQU24_RS01465	True
EQU24_RS02170	False
EQU24_RS18575	False
EQU24_RS00050	True
EQU24_RS18610	False
EQU24_RS18495	True
EQU24_RS17130	True
EQU24_RS05745	False
EQU24_RS06050	False
EQU24_RS04605	False
EQU24_RS10615	False
EQU24_RS07250	False
EQU24_RS02455	False
EQU24_RS03820	True
EQU24_RS12050	True
EQU24_RS20520	False
EQU24_RS05315	True
EQU24_RS00870	False
EQU24_RS20265	True
EQU24_RS01140	True
EQU24_RS10545	False
EQU24_RS18435	True
EQU24_RS06830	False
EQU24_RS22035	True
EQU24_RS05550	False
EQU24_RS12420	False
EQU24_RS10345	True
EQU24_RS12635	True
EQU24_RS06190	False
EQU24_RS09220	False
EQU24_RS17105	False
EQU24_RS11760	False
EQU24_RS10530	True
EQU24_RS02950	True
EQU24_RS12110	True
EQU24_RS04500	False
EQU24_RS04840	True
EQU24_RS03565	True
EQU24_RS02775	False
EQU24_RS06265	False
EQU24_RS08175	True
EQU24_RS21400	False
EQU24_RS02380	False
EQU24_RS05105	False
EQU24_RS11940	True
EQU24_RS21360	False
EQU24_RS14290	False
EQU24_RS11220	True
EQU24_RS14590	False
EQU24_RS20650	False
EQU24_RS20415	True
EQU24_RS03480	True
EQU24_RS05300	False
EQU24_RS01040	False
EQU24_RS15570	False
EQU24_RS12470	False
EQU24_RS16495	True
EQU24_RS19290	False
EQU24_RS12830	False
EQU24_RS17790	True
EQU24_RS19980	False
EQU24_RS19695	True
EQU24_RS06660	False
EQU24_RS11035	False
EQU24_RS04655	False
EQU24_RS20495	True
EQU24_RS04915	True
EQU24_RS04135	False
EQU24_RS09540	True
EQU24_RS08305	False
EQU24_RS05645	True
EQU24_RS16100	True
EQU24_RS02055	False
EQU24_RS18310	False
EQU24_RS18325	True
EQU24_RS09570	False
EQU24_RS19400	True
EQU24_RS21815	False
EQU24_RS17750	True
EQU24_RS15935	True
EQU24_RS14740	False
EQU24_RS02605	True
EQU24_RS18010	True
EQU24_RS20570	False
EQU24_RS05365	True
EQU24_RS12705	True
EQU24_RS21565	False
EQU24_RS09225	False
EQU24_RS15375	True
EQU24_RS15620	False
EQU24_RS19870	False
EQU24_RS21065	True
EQU24_RS08670	True
EQU24_RS17685	False
EQU24_RS03950	True
EQU24_RS10690	False
EQU24_RS17155	True
EQU24_RS20795	False
EQU24_RS20880	False
EQU24_RS03660	False
EQU24_RS04935	True
EQU24_RS03120	False
EQU24_RS05220	False
EQU24_RS01360	False
EQU24_RS19145	True
EQU24_RS19040	False
EQU24_RS14125	True
EQU24_RS14630	False
EQU24_RS16015	False
EQU24_RS15860	False
EQU24_RS18240	True
EQU24_RS00605	True
EQU24_RS18825	False
EQU24_RS17735	True
EQU24_RS10435	True
EQU24_RS15565	True
EQU24_RS10120	False
EQU24_RS12605	True
EQU24_RS04050	False
EQU24_RS19530	True
EQU24_RS05935	True
EQU24_RS03595	False
EQU24_RS20255	False
EQU24_RS07485	False
EQU24_RS06920	True
EQU24_RS09960	True
EQU24_RS05155	True
EQU24_RS21540	False
EQU24_RS04680	False
EQU24_RS13050	False
EQU24_RS20680	True
EQU24_RS01840	False
EQU24_RS10550	False
EQU24_RS09875	True
EQU24_RS13240	True
EQU24_RS00690	False
EQU24_RS00040	True
EQU24_RS09910	False
EQU24_RS08970	True
EQU24_RS10830	True
EQU24_RS17050	False
EQU24_RS14360	True
EQU24_RS17595	True
EQU24_RS17535	True
EQU24_RS19105	False
EQU24_RS13695	True
EQU24_RS01185	False
EQU24_RS03735	True
EQU24_RS07130	True
EQU24_RS11935	False
EQU24_RS01490	True
EQU24_RS18910	True
EQU24_RS09120	True
EQU24_RS16920	True
EQU24_RS10915	True
EQU24_RS19095	False
EQU24_RS18800	True
EQU24_RS09755	True
EQU24_RS00430	True
EQU24_RS15245	True
EQU24_RS14725	True
EQU24_RS11015	False
EQU24_RS17080	True
EQU24_RS06905	False
EQU24_RS06600	True
EQU24_RS07550	True
EQU24_RS21965	True
EQU24_RS08090	True
EQU24_RS01785	True
EQU24_RS20210	False
EQU24_RS17785	False
EQU24_RS04850	False
EQU24_RS03280	False
EQU24_RS20875	False
EQU24_RS10270	True
EQU24_RS07720	True
EQU24_RS21190	True
EQU24_RS19370	False
EQU24_RS21465	False
EQU24_RS14690	False
EQU24_RS09085	True
EQU24_RS21295	False
EQU24_RS00730	False
EQU24_RS04465	False
EQU24_RS16085	True
EQU24_RS01245	False
EQU24_RS04705	True
EQU24_RS12280	False
EQU24_RS16070	True
EQU24_RS19570	True
EQU24_RS01720	True
EQU24_RS17755	True
EQU24_RS00440	True
EQU24_RS13465	False
EQU24_RS15500	False
EQU24_RS14230	False
EQU24_RS14525	False
EQU24_RS17810	True
EQU24_RS01870	True
EQU24_RS18565	False
EQU24_RS06405	True
EQU24_RS00895	False
EQU24_RS13970	True
EQU24_RS14640	False
EQU24_RS06450	False
EQU24_RS15885	True
EQU24_RS20790	False
EQU24_RS04060	False
EQU24_RS07730	False
EQU24_RS18675	True
EQU24_RS00515	True
EQU24_RS09470	True
EQU24_RS16615	True
EQU24_RS20995	False
EQU24_RS15585	False
EQU24_RS18315	False
EQU24_RS04715	False
EQU24_RS21005	False
EQU24_RS06820	True
EQU24_RS01315	True
EQU24_RS20025	False
EQU24_RS21700	False
EQU24_RS13360	True
EQU24_RS17245	False
EQU24_RS13235	False
EQU24_RS18005	False
EQU24_RS02800	False
EQU24_RS13910	False
EQU24_RS17120	False
EQU24_RS01350	False
EQU24_RS01355	False
EQU24_RS12665	False
EQU24_RS13510	False
EQU24_RS18535	True
EQU24_RS21045	False
EQU24_RS04170	False
EQU24_RS03470	False
EQU24_RS17135	True
EQU24_RS12880	False
EQU24_RS02290	False
EQU24_RS01565	False
EQU24_RS09075	True
EQU24_RS19215	False
EQU24_RS20180	False
EQU24_RS04910	True
EQU24_RS16195	False
EQU24_RS04775	True
EQU24_RS09450	False
EQU24_RS04730	False
EQU24_RS14670	True
EQU24_RS19545	True
EQU24_RS18335	True
EQU24_RS10805	True
EQU24_RS04205	True
EQU24_RS20850	False
EQU24_RS08420	False
EQU24_RS17435	True
EQU24_RS14890	True
EQU24_RS10775	True
EQU24_RS03495	False
EQU24_RS05075	False
EQU24_RS19665	False
EQU24_RS06380	False
EQU24_RS05575	True
EQU24_RS01440	False
EQU24_RS00445	True
EQU24_RS17420	False
EQU24_RS19955	True
EQU24_RS09060	True
EQU24_RS19065	False
EQU24_RS21030	False
EQU24_RS08960	False
EQU24_RS18795	True
EQU24_RS06030	False
EQU24_RS02815	True
EQU24_RS02210	True
EQU24_RS01980	True
EQU24_RS14490	False
EQU24_RS19490	False
EQU24_RS05885	False
EQU24_RS10770	False
EQU24_RS00060	False
EQU24_RS12905	True
EQU24_RS19425	False
EQU24_RS04600	False
EQU24_RS02440	False
EQU24_RS20640	False
EQU24_RS09195	True
EQU24_RS14380	True
EQU24_RS12840	True
EQU24_RS07080	True
EQU24_RS19055	False
EQU24_RS14895	True
EQU24_RS10200	False
EQU24_RS19625	False
EQU24_RS10925	True
EQU24_RS12120	False
EQU24_RS20860	False
EQU24_RS13285	False
EQU24_RS18125	True
EQU24_RS03525	False
EQU24_RS07745	True
EQU24_RS21750	False
EQU24_RS00005	False
EQU24_RS21805	False
EQU24_RS19840	True
EQU24_RS11340	False
EQU24_RS18570	False
EQU24_RS10195	True
EQU24_RS15695	True
EQU24_RS07775	True
EQU24_RS08935	False
EQU24_RS11485	True
EQU24_RS14100	False
EQU24_RS04455	False
EQU24_RS19220	False
EQU24_RS04645	False
EQU24_RS04695	False
EQU24_RS06960	False
EQU24_RS08370	True
EQU24_RS16545	False
EQU24_RS10385	True
EQU24_RS05145	False
EQU24_RS00985	False
EQU24_RS17680	True
EQU24_RS15700	True
EQU24_RS19420	False
EQU24_RS03980	True
EQU24_RS16265	False
EQU24_RS16270	False
EQU24_RS02330	False
EQU24_RS13500	True
EQU24_RS10625	True
EQU24_RS13995	False
EQU24_RS19520	False
EQU24_RS04585	True
EQU24_RS05760	False
EQU24_RS11405	False
EQU24_RS17025	True
EQU24_RS08030	False
EQU24_RS04235	True
EQU24_RS14925	True
EQU24_RS13920	True
EQU24_RS17695	False
EQU24_RS19260	False
EQU24_RS16710	False
EQU24_RS09445	False
EQU24_RS02365	False
EQU24_RS20760	True
EQU24_RS07880	True
EQU24_RS12020	True
EQU24_RS22115	False
EQU24_RS01770	False
EQU24_RS20665	False
EQU24_RS09870	False
EQU24_RS14165	False
EQU24_RS06055	True
EQU24_RS07285	False
EQU24_RS21680	False
EQU24_RS19245	False
EQU24_RS00185	False
EQU24_RS08400	False
EQU24_RS07790	False
EQU24_RS21390	False
EQU24_RS03855	True
EQU24_RS11040	True
EQU24_RS09295	False
EQU24_RS10655	True
EQU24_RS09980	False
EQU24_RS11580	False
EQU24_RS10405	False
EQU24_RS20550	False
EQU24_RS04340	False
EQU24_RS13595	False
EQU24_RS18265	False
EQU24_RS17570	True
EQU24_RS13765	False
EQU24_RS15785	True
EQU24_RS05710	True
EQU24_RS10630	True
EQU24_RS21490	True
EQU24_RS01780	True
EQU24_RS04000	True
EQU24_RS16885	False
EQU24_RS15710	False
EQU24_RS06360	True
EQU24_RS07955	True
EQU24_RS11505	False
EQU24_RS15800	False
EQU24_RS08245	False
EQU24_RS09690	True
EQU24_RS20085	True
EQU24_RS21845	True
EQU24_RS12235	True
EQU24_RS18075	False
EQU24_RS14655	False
EQU24_RS19925	False
EQU24_RS14090	True
EQU24_RS05985	True
EQU24_RS16995	True
EQU24_RS05000	True
EQU24_RS04815	False
EQU24_RS17075	False
EQU24_RS13475	True
EQU24_RS03960	True
EQU24_RS05730	False
EQU24_RS00640	False
EQU24_RS18790	False
EQU24_RS00835	True
EQU24_RS13245	False
EQU24_RS13120	True
EQU24_RS18595	False
EQU24_RS01575	False
EQU24_RS08130	False
EQU24_RS16830	True
EQU24_RS06545	False
EQU24_RS09815	True
EQU24_RS03645	True
EQU24_RS06375	True
EQU24_RS22085	False
EQU24_RS00275	False
EQU24_RS21785	True
EQU24_RS01965	True
EQU24_RS03080	True
EQU24_RS15825	False
EQU24_RS03655	True
EQU24_RS10505	False
EQU24_RS01555	False
EQU24_RS20905	False
EQU24_RS12590	True
EQU24_RS06390	True
EQU24_RS21015	True
EQU24_RS16915	True
EQU24_RS01730	True
EQU24_RS13795	False
EQU24_RS16660	True
EQU24_RS15855	False
EQU24_RS05530	True
EQU24_RS09520	True
EQU24_RS09825	False
EQU24_RS14585	True
EQU24_RS12165	True
EQU24_RS15810	False
EQU24_RS15480	True
EQU24_RS12125	True
EQU24_RS07280	True
EQU24_RS12185	True
EQU24_RS15250	True
EQU24_RS19635	False
EQU24_RS11965	True
EQU24_RS04220	True
EQU24_RS08785	False
EQU24_RS13935	True
EQU24_RS13900	True
EQU24_RS03965	True
EQU24_RS20585	False
EQU24_RS20560	True
EQU24_RS17710	True
EQU24_RS04950	False
EQU24_RS12735	True
EQU24_RS08405	False
EQU24_RS19050	True
EQU24_RS17215	True
EQU24_RS11855	True
EQU24_RS21550	False
EQU24_RS08015	False
EQU24_RS20375	False
EQU24_RS08810	False
EQU24_RS11865	True
EQU24_RS02880	False
EQU24_RS12320	False
EQU24_RS06520	False
EQU24_RS02755	False
EQU24_RS19315	False
EQU24_RS20800	False
EQU24_RS21230	True
EQU24_RS18705	False
EQU24_RS21100	True
EQU24_RS13025	False
EQU24_RS01995	True
EQU24_RS11570	True
EQU24_RS04330	False
EQU24_RS19460	False
EQU24_RS16315	True
EQU24_RS06085	True
EQU24_RS14720	False
EQU24_RS18615	True
EQU24_RS07860	True
EQU24_RS14735	False
EQU24_RS03840	False
EQU24_RS21870	True
EQU24_RS20280	False
EQU24_RS13660	True
EQU24_RS07755	True
EQU24_RS20395	True
EQU24_RS17580	False
EQU24_RS21505	False
EQU24_RS00225	False
EQU24_RS07135	False
EQU24_RS09485	True
EQU24_RS22000	False
EQU24_RS21280	False
EQU24_RS13770	False
EQU24_RS18145	False
EQU24_RS18405	True
EQU24_RS13755	True
EQU24_RS03650	True
EQU24_RS05600	False
EQU24_RS18540	False
EQU24_RS02720	True
EQU24_RS04375	True
EQU24_RS14555	True
EQU24_RS09630	True
EQU24_RS14565	False
EQU24_RS03715	True
EQU24_RS04785	False
EQU24_RS02890	True
EQU24_RS16045	False
EQU24_RS13010	False
EQU24_RS20660	False
EQU24_RS11360	False
EQU24_RS05445	False
EQU24_RS05065	True
EQU24_RS21485	True
EQU24_RS19765	False
EQU24_RS06295	False
EQU24_RS10400	False
EQU24_RS20895	True
EQU24_RS17605	False
EQU24_RS04925	True
EQU24_RS12005	True
EQU24_RS18210	False
EQU24_RS11830	False
EQU24_RS03850	False
EQU24_RS16640	True
EQU24_RS04290	True
EQU24_RS01155	False
EQU24_RS21000	False
EQU24_RS06425	True
EQU24_RS10490	True
EQU24_RS14265	False
EQU24_RS16385	True
EQU24_RS08085	False
EQU24_RS04860	True
EQU24_RS15880	True
EQU24_RS01365	True
EQU24_RS06870	True
EQU24_RS07490	False
EQU24_RS19735	True
EQU24_RS04535	False
EQU24_RS15435	False
EQU24_RS11510	False
EQU24_RS16750	True
EQU24_RS16770	False
EQU24_RS21990	True
EQU24_RS21290	False
EQU24_RS00990	False
EQU24_RS07070	True
EQU24_RS19205	True
EQU24_RS09780	True
EQU24_RS12070	False
EQU24_RS12775	False
EQU24_RS19630	False
EQU24_RS08655	True
EQU24_RS00565	False
EQU24_RS04945	True
EQU24_RS00105	False
EQU24_RS16880	False
EQU24_RS20485	False
EQU24_RS03035	False
EQU24_RS14520	False
EQU24_RS00685	True
EQU24_RS18060	False
EQU24_RS02725	False
EQU24_RS07380	True
EQU24_RS22095	True
EQU24_RS14495	False
EQU24_RS18885	True
EQU24_RS00165	False
EQU24_RS07230	True
EQU24_RS19250	False
EQU24_RS00205	False
EQU24_RS09935	True
EQU24_RS04630	False
EQU24_RS03320	True
EQU24_RS17460	True
EQU24_RS10955	True
EQU24_RS08445	False
EQU24_RS19825	True
EQU24_RS02740	True
EQU24_RS07725	True
EQU24_RS05990	True
EQU24_RS14475	True
EQU24_RS07005	False
EQU24_RS11860	True
EQU24_RS16370	False
EQU24_RS13925	False
EQU24_RS00570	True
EQU24_RS21825	True
EQU24_RS00780	False
EQU24_RS15145	False
EQU24_RS06245	False
EQU24_RS15995	True
EQU24_RS03935	True
EQU24_RS09385	True
EQU24_RS13210	True
EQU24_RS11200	True
EQU24_RS00255	False
EQU24_RS12500	False
EQU24_RS02995	False
EQU24_RS07770	False
EQU24_RS05475	False
EQU24_RS03825	True
EQU24_RS11160	True
EQU24_RS16430	False
EQU24_RS09925	False
EQU24_RS04295	True
EQU24_RS17515	True
EQU24_RS06700	False
EQU24_RS09820	False
EQU24_RS16065	False
EQU24_RS10380	True
EQU24_RS06745	True
EQU24_RS18050	True
EQU24_RS20450	False
EQU24_RS17660	False
EQU24_RS13060	True
EQU24_RS21960	True
EQU24_RS18560	True
EQU24_RS21350	False
EQU24_RS04355	True
EQU24_RS18750	False
EQU24_RS21435	True
EQU24_RS12560	False
EQU24_RS13340	False
EQU24_RS01800	False
EQU24_RS17970	False
EQU24_RS04565	True
EQU24_RS02895	False
EQU24_RS07375	False
EQU24_RS11725	False
EQU24_RS14455	False
EQU24_RS11395	True
EQU24_RS21770	True
EQU24_RS11460	True
EQU24_RS20785	False
EQU24_RS03940	True
EQU24_RS02140	False
EQU24_RS15820	True
EQU24_RS21745	True
EQU24_RS09905	True
EQU24_RS20745	False
EQU24_RS18255	True
EQU24_RS01530	False
EQU24_RS02610	True
EQU24_RS21260	False
EQU24_RS07950	True
EQU24_RS09640	True
EQU24_RS13230	False
EQU24_RS06645	True
EQU24_RS17850	False
EQU24_RS15490	False
EQU24_RS18035	True
EQU24_RS19160	False
EQU24_RS16030	True
EQU24_RS07825	False
EQU24_RS08765	False
EQU24_RS20950	True
EQU24_RS08270	True
EQU24_RS08650	False
EQU24_RS19170	False
EQU24_RS11190	False
EQU24_RS14325	False
EQU24_RS21715	False
EQU24_RS11675	False
EQU24_RS02420	False
EQU24_RS07205	True
EQU24_RS08110	False
EQU24_RS05225	False
EQU24_RS08505	False
EQU24_RS03050	True
EQU24_RS08910	False
EQU24_RS02275	True
EQU24_RS19580	False
EQU24_RS01670	False
EQU24_RS00785	False
EQU24_RS00700	False
EQU24_RS05045	False
EQU24_RS14775	False
EQU24_RS04240	False
EQU24_RS16125	False
EQU24_RS04100	True
EQU24_RS21410	False
EQU24_RS07075	True
EQU24_RS04895	False
EQU24_RS01740	False
EQU24_RS17630	True
EQU24_RS04255	False
EQU24_RS13015	False
EQU24_RS13810	True
EQU24_RS19975	False
EQU24_RS18420	False
EQU24_RS19835	True
EQU24_RS12285	False
EQU24_RS18725	True
EQU24_RS12920	True
EQU24_RS16535	False
EQU24_RS16580	True
EQU24_RS04610	True
EQU24_RS10455	False
EQU24_RS08365	False
EQU24_RS19805	False
EQU24_RS00720	False
EQU24_RS17700	False
EQU24_RS19375	True
EQU24_RS15020	False
EQU24_RS19685	True
EQU24_RS21710	False
EQU24_RS07670	False
EQU24_RS03725	True
EQU24_RS05960	False
EQU24_RS17990	True
EQU24_RS03610	False
EQU24_RS20430	False
EQU24_RS18530	False
EQU24_RS13895	False
EQU24_RS00305	True
EQU24_RS13980	False
EQU24_RS03475	False
EQU24_RS03885	True
EQU24_RS02885	False
EQU24_RS03490	False
EQU24_RS05540	False
EQU24_RS09885	True
EQU24_RS13525	True
EQU24_RS14880	True
EQU24_RS05570	True
EQU24_RS08075	False
EQU24_RS09410	False
EQU24_RS10190	True
EQU24_RS00355	True
EQU24_RS07425	False
EQU24_RS03570	False
EQU24_RS06690	True
EQU24_RS13460	True
EQU24_RS11295	False
EQU24_RS10130	False
EQU24_RS22090	False
EQU24_RS15915	True
EQU24_RS08950	True
EQU24_RS02240	True
EQU24_RS17675	False
EQU24_RS04450	False
EQU24_RS05560	True
EQU24_RS06440	False
EQU24_RS21995	False
EQU24_RS14660	True
EQU24_RS16035	False
EQU24_RS14710	False
EQU24_RS00035	True
EQU24_RS18635	False
EQU24_RS18860	False
EQU24_RS12520	False
EQU24_RS14240	False
EQU24_RS11925	False
EQU24_RS15165	True
EQU24_RS00945	False
EQU24_RS17945	True
EQU24_RS03140	True
EQU24_RS14030	True
EQU24_RS17440	True
EQU24_RS15595	False
EQU24_RS08905	True
EQU24_RS01220	False
EQU24_RS00600	True
EQU24_RS15355	False
EQU24_RS21345	False
EQU24_RS08705	False
EQU24_RS16910	False
EQU24_RS12395	True
EQU24_RS18990	False
EQU24_RS20470	False
EQU24_RS09345	False
EQU24_RS14990	False
EQU24_RS20230	False
EQU24_RS19655	False
EQU24_RS18685	False
EQU24_RS16700	False
EQU24_RS00765	False
EQU24_RS01905	False
EQU24_RS01715	True
EQU24_RS10670	False
EQU24_RS10465	False
EQU24_RS20720	True
EQU24_RS06805	True
EQU24_RS02705	False
EQU24_RS10500	True
EQU24_RS06105	True
EQU24_RS10480	True
EQU24_RS21640	True
EQU24_RS11680	False
EQU24_RS11100	False
EQU24_RS10145	False
EQU24_RS10230	False
EQU24_RS21110	True
EQU24_RS14220	False
EQU24_RS04745	False
EQU24_RS21080	True
EQU24_RS07785	False
EQU24_RS04055	False
EQU24_RS09240	True
EQU24_RS15925	False
EQU24_RS04315	False
EQU24_RS21620	False
EQU24_RS00855	True
EQU24_RS08915	False
EQU24_RS02555	False
EQU24_RS14860	False
EQU24_RS10715	False
EQU24_RS21915	False
EQU24_RS16725	False
EQU24_RS19995	False
EQU24_RS11110	False
EQU24_RS07855	True
EQU24_RS18775	True
EQU24_RS08475	True
EQU24_RS19195	False
EQU24_RS01070	True
EQU24_RS04685	False
EQU24_RS00475	False
EQU24_RS21355	True
EQU24_RS16355	False
EQU24_RS10590	True
EQU24_RS08070	False
EQU24_RS13865	False
EQU24_RS18475	False
EQU24_RS14930	False
EQU24_RS12555	True
EQU24_RS12390	True
EQU24_RS09525	True
EQU24_RS02620	False
EQU24_RS04880	True
EQU24_RS03875	True
EQU24_RS05795	True
EQU24_RS21385	True
EQU24_RS02635	True
EQU24_RS11115	False
EQU24_RS11670	True
EQU24_RS01970	True
EQU24_RS11985	True
EQU24_RS00750	False
EQU24_RS18550	True
EQU24_RS07460	True
EQU24_RS06415	True
EQU24_RS07830	True
EQU24_RS04370	True
EQU24_RS02355	False
EQU24_RS12780	True
EQU24_RS19295	False
EQU24_RS00385	False
EQU24_RS06560	True
EQU24_RS04885	True
EQU24_RS10450	True
EQU24_RS16080	False
EQU24_RS01510	False
EQU24_RS14335	True
EQU24_RS10290	True
EQU24_RS12085	True
EQU24_RS20910	True
EQU24_RS12430	True
EQU24_RS02230	True
EQU24_RS00875	False
EQU24_RS00525	True
EQU24_RS00695	False
EQU24_RS18830	False
EQU24_RS21155	False
EQU24_RS21545	False
EQU24_RS12865	False
EQU24_RS01285	False
EQU24_RS03900	True
EQU24_RS18730	True
EQU24_RS20285	True
EQU24_RS21515	True
EQU24_RS21215	False
EQU24_RS01895	False
EQU24_RS10990	False
EQU24_RS02430	False
EQU24_RS00100	True
EQU24_RS17725	True
EQU24_RS10165	True
EQU24_RS13075	True
EQU24_RS04025	False
EQU24_RS20055	False
EQU24_RS13220	False
EQU24_RS19855	True
EQU24_RS10515	True
EQU24_RS10985	False
EQU24_RS06255	False
EQU24_RS04700	False
EQU24_RS12740	False
EQU24_RS21955	True
EQU24_RS05015	False
EQU24_RS09965	False
EQU24_RS13550	True
EQU24_RS14250	False
EQU24_RS02515	True
EQU24_RS00800	False
EQU24_RS14600	False
EQU24_RS13200	True
EQU24_RS08020	True
EQU24_RS19690	True
EQU24_RS06150	False
EQU24_RS10205	False
EQU24_RS02840	True
EQU24_RS13940	True
EQU24_RS18870	True
EQU24_RS04515	False
EQU24_RS10520	True
EQU24_RS17480	True
EQU24_RS00195	False
EQU24_RS19125	False
EQU24_RS02165	False
EQU24_RS09515	True
EQU24_RS00095	True
EQU24_RS05050	True
EQU24_RS05165	False
EQU24_RS06010	False
EQU24_RS17325	True
EQU24_RS20755	True
EQU24_RS10495	False
EQU24_RS00125	False
EQU24_RS16400	False
EQU24_RS10320	True
EQU24_RS10065	True
EQU24_RS08275	True
EQU24_RS06270	True
EQU24_RS13080	True
EQU24_RS12955	False
EQU24_RS13145	True
EQU24_RS00630	True
EQU24_RS17760	True
EQU24_RS02285	False
EQU24_RS14105	False
EQU24_RS06850	True
EQU24_RS20645	False
EQU24_RS15780	True
EQU24_RS14195	False
EQU24_RS18770	False
EQU24_RS20445	True
EQU24_RS16490	True
EQU24_RS17370	True
EQU24_RS13735	True
EQU24_RS17655	True
EQU24_RS11750	True
EQU24_RS19875	True
EQU24_RS14235	False
EQU24_RS12540	False
EQU24_RS15440	False
EQU24_RS04035	False
EQU24_RS17090	True
EQU24_RS13470	True
EQU24_RS05130	False
EQU24_RS02445	False
EQU24_RS06420	True
EQU24_RS05110	True
EQU24_RS08515	False
EQU24_RS20325	True
EQU24_RS02260	True
EQU24_RS01560	True
EQU24_RS00635	True
EQU24_RS01635	False
EQU24_RS14215	False
EQU24_RS07610	True
EQU24_RS15745	False
EQU24_RS13495	False
EQU24_RS11635	False
EQU24_RS03635	False
EQU24_RS01425	False
EQU24_RS18295	False
EQU24_RS16655	False
EQU24_RS11650	False
EQU24_RS10240	True
EQU24_RS17015	False
EQU24_RS14515	False
EQU24_RS08295	False
EQU24_RS04725	True
EQU24_RS00825	True
EQU24_RS12220	False
EQU24_RS06330	True
EQU24_RS14395	False
EQU24_RS03675	True
EQU24_RS08140	False
EQU24_RS10300	False
EQU24_RS01385	False
EQU24_RS20105	True
EQU24_RS19155	True
EQU24_RS10560	False
EQU24_RS02405	True
EQU24_RS11090	True
EQU24_RS03460	False
EQU24_RS03600	False
EQU24_RS20175	False
EQU24_RS20390	False
EQU24_RS13515	True
EQU24_RS14705	False
EQU24_RS12040	True
EQU24_RS06370	True
EQU24_RS05180	False
EQU24_RS09070	False
EQU24_RS03985	True
EQU24_RS07960	True
EQU24_RS11895	False
EQU24_RS17610	True
EQU24_RS13600	False
EQU24_RS15795	False
EQU24_RS04595	True
EQU24_RS00580	True
EQU24_RS21850	True
EQU24_RS00740	True
EQU24_RS06595	True
EQU24_RS01375	False
EQU24_RS16180	False
EQU24_RS15895	True
EQU24_RS01230	True
EQU24_RS14055	True
EQU24_RS05685	True
EQU24_RS07995	False
EQU24_RS16435	False
EQU24_RS15410	False
EQU24_RS05080	False
EQU24_RS21075	True
EQU24_RS21425	True
EQU24_RS21585	False
EQU24_RS19755	False
EQU24_RS06655	False
EQU24_RS01335	False
EQU24_RS06300	True
EQU24_RS03445	True
EQU24_RS18480	True
EQU24_RS15265	False
EQU24_RS17355	True
EQU24_RS21040	False
EQU24_RS06910	True
EQU24_RS16715	True
EQU24_RS21890	False
EQU24_RS04800	False
EQU24_RS13355	True
EQU24_RS17670	False
EQU24_RS15870	True
EQU24_RS14200	True
EQU24_RS12440	False
EQU24_RS12810	False
EQU24_RS07410	True
EQU24_RS14205	True
EQU24_RS12960	True
EQU24_RS11145	True
EQU24_RS12510	True
EQU24_RS01920	False
EQU24_RS18895	False
EQU24_RS17255	True
EQU24_RS10570	True
EQU24_RS10995	True
EQU24_RS10605	True
EQU24_RS16930	True
EQU24_RS16935	False
EQU24_RS10220	False
EQU24_RS21275	True
EQU24_RS03345	True
EQU24_RS14440	True
EQU24_RS11785	True
EQU24_RS16965	False
EQU24_RS11870	False
EQU24_RS11415	False
EQU24_RS11390	False
EQU24_RS22130	False
EQU24_RS00850	False
EQU24_RS00335	True
EQU24_RS09580	False
EQU24_RS07065	False
EQU24_RS02390	False
EQU24_RS20240	False
EQU24_RS21800	False
EQU24_RS05765	False
EQU24_RS12930	True
EQU24_RS20185	False
EQU24_RS07595	True
EQU24_RS17165	True
EQU24_RS17065	False
EQU24_RS08805	True
EQU24_RS21475	False
EQU24_RS18175	False
EQU24_RS03975	True
EQU24_RS08180	True
